measuredElement,measuredItemCPC,geographicAreaM49,timePointYears,Value,flagObservationStatus,flagMethod
Production (t) (5510),Kiwi fruit (01352),France (250),2015,67074,"",q
Production (t) (5510),Kiwi fruit (01352),France (250),2016,65482.3,"",q
Production (t) (5510),Kiwi fruit (01352),France (250),2017,54416.1,"",q
Production (t) (5510),Kiwi fruit (01352),France (250),2018,53610,"",h
Production (t) (5510),Kiwi fruit (01352),France (250),2019,55830,"",h
Production (t) (5510),Kiwi fruit (01352),France (250),2020,50830,"",h
Production (t) (5510),Kiwi fruit (01352),France (250),2021,46030,"",h
Production (t) (5510),Kiwi fruit (01352),France (250),2022,47120,"",h
Production (t) (5510),Kiwi fruit (01352),France (250),2023,49770,"",h
Production (t) (5510),Kiwi fruit (01352),Italy (380),1990,321820,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1991,309350,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1992,374457,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1993,310463,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1994,344158,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1995,314032,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1996,344000,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1997,254903,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1998,265200,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),1999,333596,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2000,345692,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2001,329300,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2002,379383,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2003,322800,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2004,429186,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2005,415052,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2006,434650,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2007,416997,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2008,473955,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2009,447608,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2010,415877,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2011,431558,"",-
Production (t) (5510),Kiwi fruit (01352),Italy (380),2012,384844.2,"",q
Production (t) (5510),Kiwi fruit (01352),Italy (380),2013,453737,"",q
Production (t) (5510),Kiwi fruit (01352),Italy (380),2014,506957.6,"",q
Production (t) (5510),Kiwi fruit (01352),Italy (380),2015,598558,"",q
Production (t) (5510),Kiwi fruit (01352),Italy (380),2016,523595.3,"",q
Production (t) (5510),Kiwi fruit (01352),Italy (380),2017,541150,"",q
Production (t) (5510),Kiwi fruit (01352),Italy (380),2018,562190,"",h
Production (t) (5510),Kiwi fruit (01352),Italy (380),2019,524490,"",h
Production (t) (5510),Kiwi fruit (01352),Italy (380),2020,521530,"",h
Production (t) (5510),Kiwi fruit (01352),Italy (380),2021,416060,"",h
Production (t) (5510),Kiwi fruit (01352),Italy (380),2022,523120,"",h
Production (t) (5510),Kiwi fruit (01352),Italy (380),2023,391100,"",h
Production (t) (5510),Persimmons (01359.01),Italy (380),1990,68770,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),1991,61810,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),1992,66546,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),1993,56753,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),1994,48999,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),1995,61300,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),1996,67800,T,-
Production (t) (5510),Persimmons (01359.01),Italy (380),1997,59800,T,-
Production (t) (5510),Persimmons (01359.01),Italy (380),1998,62000,T,-
Production (t) (5510),Persimmons (01359.01),Italy (380),1999,40769,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2000,42450,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2001,48240,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2002,54170,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2003,47000,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2004,57110,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2005,51332,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2006,53100,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2007,52500,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2008,51600,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2009,51593,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2010,48165,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2011,50347,"",-
Production (t) (5510),Persimmons (01359.01),Italy (380),2012,51164.8,"",q
Production (t) (5510),Persimmons (01359.01),Italy (380),2013,41858.4,"",q
Production (t) (5510),Persimmons (01359.01),Italy (380),2014,39149.1,"",q
Production (t) (5510),Persimmons (01359.01),Italy (380),2015,47322,"",q
Production (t) (5510),Persimmons (01359.01),Italy (380),2016,48625.7,"",q
Production (t) (5510),Persimmons (01359.01),Italy (380),2017,49675,"",q
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1990,13560,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1991,9244.1,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1992,9495.6,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1993,9414.4,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1994,9388.4,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1995,8502.9,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1996,8531.2,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1997,7872.3,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1998,10049.3,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),1999,9398.8,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2000,9152.1,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2001,8594.6,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2002,9798.6,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2003,8657.3,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2004,10761.4,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2005,8123.9,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2006,9670,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2007,8313,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2008,6290,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2009,8672,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2010,9464,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2011,7159.7,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2012,8868.7,"",p
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2013,9200,"",q
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2014,8668,"",q
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2015,7943.1,"",q
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2016,7982,"",q
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2017,5706,"",q
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2018,8700,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2019,7350,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2020,8730,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2021,9460,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2022,10280,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",France (250),2023,8570,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1990,49559,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1991,66579,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1992,69089,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1993,67722,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1994,69852,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1995,71971,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1996,68653,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1997,72782,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1998,78425,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),1999,52158,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2000,50000,E,f
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2001,57529.044839,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2002,57607.970727,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2003,57238.788346,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2004,56894.109102,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2005,52000,E,f
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2006,52615,"",-
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2007,50000,E,f
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2008,55000,E,f
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2009,55437.886691,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2010,55239.903657,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2011,54992.293457,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2012,58683.872928,I,i
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2013,53847.802087,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2014,50697.280088,I,i
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2015,50913.219111,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2016,53144.91575,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2017,53422.243373,I,e
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2018,32790,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2019,39980,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2020,49750,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2021,43000,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2022,57350,"",h
Production (t) (5510),"Chestnuts, in shell (01373)",Italy (380),2023,70370,"",h
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1990,0,"",-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1991,0,"",-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1992,0,"",-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1993,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1994,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1995,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1996,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1997,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1998,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),1999,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2000,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2001,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2002,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2003,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2004,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2005,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2006,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2007,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2008,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2009,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2010,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2011,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2012,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2013,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2014,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2015,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2016,0,M,-
Production (t) (5510),"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw (01654)",Italy (380),2017,0,M,-
Production (t) (5510),Hop cones (01659),France (250),1990,787,"",-
Production (t) (5510),Hop cones (01659),France (250),1991,734,"",-
Production (t) (5510),Hop cones (01659),France (250),1992,937,"",-
Production (t) (5510),Hop cones (01659),France (250),1993,1077,"",-
Production (t) (5510),Hop cones (01659),France (250),1994,1104,"",-
Production (t) (5510),Hop cones (01659),France (250),1995,1109,"",-
Production (t) (5510),Hop cones (01659),France (250),1996,1149,"",-
Production (t) (5510),Hop cones (01659),France (250),1997,1150,"",-
Production (t) (5510),Hop cones (01659),France (250),1998,1274,"",-
Production (t) (5510),Hop cones (01659),France (250),1999,1328,"",-
Production (t) (5510),Hop cones (01659),France (250),2000,1691,"",-
Production (t) (5510),Hop cones (01659),France (250),2001,1230,"",-
Production (t) (5510),Hop cones (01659),France (250),2002,1567,"",-
Production (t) (5510),Hop cones (01659),France (250),2003,1395,"",-
